Cats,Dogs,Guinea Pigs,Hamsters,MarineMammals,NonhumanPrimates,Other FarmAnimals,Pig,Rabbits,Sheep,Total,State,Year,date_year
0,0,0,0,,0,0,0,0,0,23,KY,2015,2015-01-01
0,0,34,0,,0,0,0,40,3,77,LA,2015,2015-01-01
0,0,2607,173,,16,4,21,199,0,3020,MA,2015,2015-01-01
0,0,1937,693,,601,74,198,291,0,3893,MD,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,ME,2015,2015-01-01
8,0,10443,0,,12,0,7,10,66,10549,MI,2015,2015-01-01
0,0,78,0,,0,0,22,5,0,116,MN,2015,2015-01-01
36,95,254,14017,,0,0,0,4,0,14436,MO,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,1,MS,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,MT,2015,2015-01-01
0,0,495,0,,10,0,0,0,0,537,NC,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,ND,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,NE,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,NH,2015,2015-01-01
0,180,3250,5413,,15,104,0,729,0,9691,NJ,2015,2015-01-01
0,0,149,0,,113,0,14,0,0,500,NM,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,NV,2015,2015-01-01
0,49,759,63,,8,3,11,26,3,1267,NY,2015,2015-01-01
0,0,9,0,,0,0,12,0,0,81,OH,2015,2015-01-01
0,0,0,0,,1,0,0,373,0,374,OK,2015,2015-01-01
0,0,0,0,,0,0,0,18,0,18,OR,2015,2015-01-01
0,0,115,0,,32,0,0,432,0,724,PA,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,PR,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,RI,2015,2015-01-01
0,0,0,0,,0,0,0,51,0,51,SC,2015,2015-01-01
0,0,25,0,,0,0,100,0,0,368,SD,2015,2015-01-01
0,0,57,0,,0,0,18,0,0,390,TN,2015,2015-01-01
0,0,704,805,,151,0,14,40,5,2001,TX,2015,2015-01-01
0,0,60,1169,,0,0,0,0,0,1229,UT,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,VA,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,VT,2015,2015-01-01
0,0,0,0,,0,18,22,0,0,55,WA,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,86,WI,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,WV,2015,2015-01-01
0,0,0,0,,0,0,0,0,0,0,WY,2015,2015-01-01
